"diffSecs","absolute.deviation","standard.deviation","max.deviation","PSD.250","PSD.500","PSD.1000","PSD.2000","MFCC.1","MFCC.2","MFCC.3","MFCC.4","MFCC.5","MFCC.6","MFCC.7","MFCC.8","MFCC.9","MFCC.10","MFCC.11","MFCC.12","time"
0.422999858856201,18.94921875,23.1879634857178,85,70402.578125,16053.810546875,8569.447265625,9501.37890625,62.1691246032715,3.66380548477173,-0.748000204563141,1.87248778343201,3.56463313102722,-0.957835674285889,-4.55745029449463,3.82281303405762,-4.33837985992432,-2.26373100280762,-0.277588099241257,-1.13577735424042,2011-12-20 11:53:19
